/r/datasets/preprocessed/litsmc/lbd/spc_080_080_150_plan7/images/litq_48_20200107.pt,/r/datasets/preprocessed/litsmc/lbd/spc_080_080_150_plan7/images/litq_41b_20221122.pt,/r/datasets/preprocessed/litsmc/lbd/spc_080_080_150_plan7/images/litq_60_20190729.pt,/r/datasets/preprocessed/litsmc/lbd/spc_080_080_150_plan7/images/litq_72b_20170224.pt,/r/datasets/preprocessed/litsmc/lbd/spc_080_080_150_plan7/images/litq_33_20200923.pt,/r/datasets/preprocessed/litsmc/lbd/spc_080_080_150_plan7/images/litq_76_20210528.pt,/r/datasets/preprocessed/litsmc/lbd/spc_080_080_150_plan7/images/litq_72_20161221.pt,/r/datasets/preprocessed/litsmc/lbd/spc_080_080_150_plan7/images/litq_40_20171117.pt,/r/datasets/preprocessed/litsmc/lbd/spc_080_080_150_plan7/images/litq_15_20190809.pt,/r/datasets/preprocessed/litsmc/lbd/spc_080_080_150_plan7/images/litq_44_20190909.pt,/r/datasets/preprocessed/litsmc/lbd/spc_080_080_150_plan7/images/litq_41_20210112.pt,/r/datasets/preprocessed/litsmc/lbd/spc_080_080_150_plan7/images/litq_71_20191010.pt,/r/datasets/preprocessed/litsmc/lbd/spc_080_080_150_plan7/images/litq_77_20210306.pt,/r/datasets/preprocessed/litsmc/lbd/spc_080_080_150_plan7/images/litq_49_20171222.pt,/r/datasets/preprocessed/litsmc/lbd/spc_080_080_150_plan7/images/litq_11_20190927.pt,/r/datasets/preprocessed/litsmc/lbd/spc_080_080_150_plan7/images/litq_50_20190716.pt,/r/datasets/preprocessed/litsmc/lbd/spc_080_080_150_plan7/images/litq_31_20220826.pt,/r/datasets/preprocessed/litsmc/lbd/spc_080_080_150_plan7/images/litq_pt5_20200117.pt,/r/datasets/preprocessed/litsmc/lbd/spc_080_080_150_plan7/images/litq_47_20200217.pt,/r/datasets/preprocessed/litsmc/lbd/spc_080_080_150_plan7/images/litq_46_20190917.pt,/r/datasets/preprocessed/litsmc/lbd/spc_080_080_150_plan7/images/litqsmall_00016.pt,/r/datasets/preprocessed/litsmc/lbd/spc_080_080_150_plan7/images/litqsmall_00033.pt,/r/datasets/preprocessed/litsmc/lbd/spc_080_080_150_plan7/images/litqsmall_00001.pt,/r/datasets/preprocessed/litsmc/lbd/spc_080_080_150_plan7/images/litqsmall_00000.pt,/r/datasets/preprocessed/litsmc/lbd/spc_080_080_150_plan7/images/litqsmall_00027.pt,/r/datasets/preprocessed/litsmc/lbd/spc_080_080_150_plan7/images/litqsmall_00036.pt,/r/datasets/preprocessed/litsmc/lbd/spc_080_080_150_plan7/images/litqsmall_00004.pt,/r/datasets/preprocessed/litsmc/lbd/spc_080_080_150_plan7/images/litqsmall_00003.pt,/r/datasets/preprocessed/litsmc/lbd/spc_080_080_150_plan7/images/litqsmall_00037.pt,/r/datasets/preprocessed/litsmc/lbd/spc_080_080_150_plan7/images/litqsmall_00005.pt,/r/datasets/preprocessed/litsmc/lbd/spc_080_080_150_plan7/images/litqsmall_00017.pt,/r/datasets/preprocessed/litsmc/lbd/spc_080_080_150_plan7/images/litqsmall_00044.pt
,,,,,4.1961669921875E-05,3.83853912353516E-05,3.19480895996094E-05,3.14712524414063E-05,3.67164611816406E-05,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,2.76565551757813E-05,4.69684600830078E-05,3.62396240234375E-05,4.52995300292969E-05,2.55107879638672E-05,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3.79085540771484E-05,4.00543212890625E-05,4.26769256591797E-05,3.57627868652344E-05,3.12328338623047E-05,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1.83582305908203E-05,4.22000885009766E-05,1.59740447998047E-05,1.94311141967773E-05,2.15768814086914E-05,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2.20537185668945E-05,3.38554382324219E-05,2.45571136474609E-05,4.60147857666016E-05,1.25765800476074E-05,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.00950622558594E-05,5.43594360351563E-05
4.9591064453125E-05,1.62124633789063E-05,3.4332275390625E-05,2.16960906982422E-05,4.10079956054688E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,4.31537628173828E-05,3.95774841308594E-05,3.74317169189453E-05,2.19345092773438E-05,2.83718109130859E-05,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,2.84910202026367E-05,2.61068344116211E-05,3.07559967041016E-05,3.57627868652344E-05,3.62396240234375E-05,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3.26633453369141E-05,3.57627868652344E-05,3.55243682861328E-05,3.74317169189453E-05,4.10079956054688E-05,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1.76429748535156E-05,3.07559967041016E-05,2.3961067199707E-05,2.83718109130859E-05,2.46763229370117E-05,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2.08616256713867E-05,1.74045562744141E-05,1.69277191162109E-05,4.33921813964844E-05,1.53779983520508E-05,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.79221343994141E-05,4.88758087158203E-05
3.83853912353516E-05,2.27689743041992E-05,3.71932983398438E-05,2.59876251220703E-05,4.26769256591797E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,5.07831573486328E-05,4.38690185546875E-05,2.57492065429688E-05,3.4332275390625E-05,2.74181365966797E-05,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,2.86102294921875E-05,4.29153442382813E-05,2.87294387817383E-05,2.90870666503906E-05,3.07559967041016E-05,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3.55243682861328E-05,5.65052032470703E-05,1.93119049072266E-05,4.38690185546875E-05,4.55379486083984E-05,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,2.58684158325195E-05,3.76701354980469E-05,4.38690185546875E-05,1.59740447998047E-05,2.95639038085938E-05,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2.43186950683594E-05,4.36305999755859E-05,1.28746032714844E-05,0.000030517578125,1.69277191162109E-05,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.93662261962891E-05,5.26905059814453E-05
4.43458557128906E-05,1.74045562744141E-05,3.88622283935547E-05,3.57627868652344E-05,0.0000457763671875,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,5.17368316650391E-05,4.45842742919922E-05,2.53915786743164E-05,4.12464141845703E-05,4.55379486083984E-05,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,2.57492065429688E-05,4.83989715576172E-05,3.07559967041016E-05,4.33921813964844E-05,3.02791595458984E-05,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3.19480895996094E-05,0.0000457763671875,1.47819519042969E-05,3.31401824951172E-05,4.91142272949219E-05,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,2.99215316772461E-05,3.31401824951172E-05,2.21729278564453E-05,1.77621841430664E-05,5.22136688232422E-05,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2.45571136474609E-05,3.33786010742188E-05,2.65836715698242E-05,2.15768814086914E-05,1.64508819580078E-05,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.93662261962891E-05,4.48226928710938E-05
4.14848327636719E-05,2.7775764465332E-05,3.71932983398438E-05,2.31266021728516E-05,3.88622283935547E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,4.79221343994141E-05,4.00543212890625E-05,2.1815299987793E-05,3.01599502563477E-05,4.29153442382813E-05,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,2.22921371459961E-05,4.72068786621094E-05,4.29153442382813E-05,3.33786010742188E-05,1.85966491699219E-05,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3.76701354980469E-05,3.95774841308594E-05,3.91006469726563E-05,3.67164611816406E-05,3.4332275390625E-05,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1.50799751281738E-05,1.47819519042969E-05,2.52723693847656E-05,2.46763229370117E-05,3.07559967041016E-05,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2.05039978027344E-05,1.13844871520996E-05,3.45706939697266E-05,5.55515289306641E-05,1.43051147460938E-05,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.86238098144531E-05,4.83989715576172E-05
4.26769256591797E-05,2.13384628295898E-05,4.26769256591797E-05,1.89542770385742E-05,3.814697265625E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,4.41074371337891E-05,4.83989715576172E-05,1.62124633789063E-05,2.288818359375E-05,4.22000885009766E-05,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,3.26633453369141E-05,2.06232070922852E-05,4.33921813964844E-05,3.52859497070313E-05,4.60147857666016E-05,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3.07559967041016E-05,0.0000457763671875,3.74317169189453E-05,2.36034393310547E-05,2.98023223876953E-05,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,2.1815299987793E-05,3.64780426025391E-05,3.52859497070313E-05,2.14576721191406E-05,3.36170196533203E-05,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2.25305557250977E-05,1.81198120117188E-05,4.12464141845703E-05,2.41994857788086E-05,2.3961067199707E-05,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1961669921875E-05,5.07831573486328E-05
3.79085540771484E-05,1.96695327758789E-05,2.288818359375E-05,2.3961067199707E-05,4.10079956054688E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,4.55379486083984E-05,4.55379486083984E-05,3.64780426025391E-05,3.71932983398438E-05,3.29017639160156E-05,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,2.5629997253418E-05,2.80141830444336E-05,4.17232513427734E-05,4.86373901367188E-05,3.4332275390625E-05,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1.47819519042969E-05,4.81605529785156E-05,4.48226928710938E-05,4.10079956054688E-05,4.33921813964844E-05,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1.60932540893555E-05,3.93390655517578E-05,2.58684158325195E-05,2.19345092773438E-05,3.74317169189453E-05,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2.49147415161133E-05,3.60012054443359E-05,1.71661376953125E-05,5.53131103515625E-05,1.9073486328125E-05,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.52995300292969E-05,4.62532043457031E-05
4.00543212890625E-05,2.06232070922852E-05,4.55379486083984E-05,3.814697265625E-05,4.33921813964844E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,4.50611114501953E-05,3.64780426025391E-05,2.45571136474609E-05,3.33786010742188E-05,3.57627868652344E-05,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,3.48091125488281E-05,3.31401824951172E-05,2.64644622802734E-05,3.21865081787109E-05,2.02655792236328E-05,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3.98159027099609E-05,4.02927398681641E-05,3.62396240234375E-05,2.08616256713867E-05,4.05311584472656E-05,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1.64508819580078E-05,2.40802764892578E-05,0.00006103515625,1.97887420654297E-05,1.9073486328125E-05,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,3.00407409667969E-05,3.50475311279297E-05,4.24385070800781E-05,3.29017639160156E-05,1.50799751281738E-05,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.29289245605469E-05,4.17232513427734E-05
6.53266906738281E-05,2.62260437011719E-05,3.76701354980469E-05,2.92062759399414E-05,2.1815299987793E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,4.74452972412109E-05,4.24385070800781E-05,4.22000885009766E-05,1.74045562744141E-05,3.88622283935547E-05,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,2.02655792236328E-05,4.12464141845703E-05,4.02927398681641E-05,3.57627868652344E-05,3.64780426025391E-05,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,4.52995300292969E-05,3.48091125488281E-05,3.62396240234375E-05,6.15119934082031E-05,3.57627868652344E-05,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3.814697265625E-05,2.80141830444336E-05,6.866455078125E-05,2.02655792236328E-05,3.83853912353516E-05,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2.49147415161133E-05,3.31401824951172E-05,2.78949737548828E-05,6.05583190917969E-05,1.6331672668457E-05,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.98294830322266E-05,4.98294830322266E-05
4.12464141845703E-05,2.6702880859375E-05,5.17368316650391E-05,4.55379486083984E-05,4.36305999755859E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,4.64916229248047E-05,3.64780426025391E-05,2.64644622802734E-05,2.69412994384766E-05,5.14984130859375E-05,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,2.93254852294922E-05,2.70605087280273E-05,2.1815299987793E-05,5.340576171875E-05,3.36170196533203E-05,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3.57627868652344E-05,4.62532043457031E-05,5.00679016113281E-05,4.24385070800781E-05,5.57899475097656E-05,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1.65700912475586E-05,1.85966491699219E-05,1.89542770385742E-05,1.45435333251953E-05,4.64916229248047E-05,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2.32458114624023E-05,1.50203704833984E-05,2.22921371459961E-05,5.31673431396484E-05,1.2516975402832E-05,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.24656677246094E-05,9.05990600585938E-05
4.52995300292969E-05,2.92062759399414E-05,5.14984130859375E-05,2.58684158325195E-05,3.14712524414063E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,4.52995300292969E-05,4.17232513427734E-05,3.52859497070313E-05,2.64644622802734E-05,1.97887420654297E-05,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,2.88486480712891E-05,5.17368316650391E-05,2.90870666503906E-05,4.76837158203125E-05,3.57627868652344E-05,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3.60012054443359E-05,4.48226928710938E-05,1.6331672668457E-05,2.13384628295898E-05,4.55379486083984E-05,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1.70469284057617E-05,2.63452529907227E-05,2.93254852294922E-05,2.0146369934082E-05,3.29017639160156E-05,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2.27689743041992E-05,2.21729278564453E-05,1.78813934326172E-05,5.36441802978516E-05,1.99079513549805E-05,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.91413879394531E-05,6.19888305664063E-05
4.05311584472656E-05,1.59740447998047E-05,4.33921813964844E-05,2.59876251220703E-05,4.79221343994141E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,5.55515289306641E-05,4.45842742919922E-05,2.57492065429688E-05,3.60012054443359E-05,3.62396240234375E-05,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1.72853469848633E-05,4.72068786621094E-05,2.75373458862305E-05,3.95774841308594E-05,3.03983688354492E-05,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,4.55379486083984E-05,4.26769256591797E-05,2.65836715698242E-05,3.62396240234375E-05,4.00543212890625E-05,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1.22785568237305E-05,4.93526458740234E-05,4.81605529785156E-05,1.58548355102539E-05,3.98159027099609E-05,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2.63452529907227E-05,1.34110450744629E-05,1.34110450744629E-05,2.9444694519043E-05,1.96695327758789E-05,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.24385070800781E-05,5.14984130859375E-05
5.14984130859375E-05,1.89542770385742E-05,3.57627868652344E-05,3.4332275390625E-05,4.17232513427734E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,5.05447387695313E-05,2.98023223876953E-05,4.00543212890625E-05,0.000030517578125,2.68220901489258E-05,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1.62124633789063E-05,4.38690185546875E-05,3.60012054443359E-05,3.74317169189453E-05,2.70605087280273E-05,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3.86238098144531E-05,3.64780426025391E-05,1.75237655639648E-05,4.50611114501953E-05,3.95774841308594E-05,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1.07288360595703E-05,2.74181365966797E-05,2.27689743041992E-05,2.78949737548828E-05,3.36170196533203E-05,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.29938125610352E-05,3.4332275390625E-05,3.33786010742188E-05,2.71797180175781E-05,1.84774398803711E-05,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.76701354980469E-05,5.76972961425781E-05
4.12464141845703E-05,1.66893005371094E-05,4.1961669921875E-05,3.57627868652344E-05,4.38690185546875E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,5.22136688232422E-05,4.22000885009766E-05,2.20537185668945E-05,3.33786010742188E-05,5.00679016113281E-05,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,2.12192535400391E-05,3.62396240234375E-05,4.36305999755859E-05,4.45842742919922E-05,4.05311584472656E-05,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,4.00543212890625E-05,4.05311584472656E-05,3.93390655517578E-05,5.45978546142578E-05,3.40938568115234E-05,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1.60932540893555E-05,3.60012054443359E-05,2.62260437011719E-05,0.000030517578125,3.67164611816406E-05,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.85966491699219E-05,2.14576721191406E-05,1.99079513549805E-05,4.24385070800781E-05,1.48415565490723E-05,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.07831573486328E-05,4.81605529785156E-05
4.1961669921875E-05,1.30534172058105E-05,3.48091125488281E-05,2.9444694519043E-05,4.41074371337891E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,3.93390655517578E-05,3.48091125488281E-05,3.4332275390625E-05,2.1815299987793E-05,3.57627868652344E-05,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,2.46763229370117E-05,2.33650207519531E-05,3.52859497070313E-05,2.83718109130859E-05,4.9591064453125E-05,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,4.02927398681641E-05,5.41210174560547E-05,3.69548797607422E-05,5.38825988769531E-05,2.93254852294922E-05,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1.58548355102539E-05,3.79085540771484E-05,2.83718109130859E-05,1.50799751281738E-05,4.29153442382813E-05,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,3.09944152832031E-05,1.29938125610352E-05,2.03847885131836E-05,3.52859497070313E-05,3.12328338623047E-05,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.69548797607422E-05,5.41210174560547E-05
4.81605529785156E-05,9.89437103271484E-06,4.24385070800781E-05,3.50475311279297E-05,2.44379043579102E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,5.38825988769531E-05,4.91142272949219E-05,5.41210174560547E-05,2.03847885131836E-05,3.40938568115234E-05,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,3.17096710205078E-05,4.41074371337891E-05,0.0000457763671875,4.45842742919922E-05,4.79221343994141E-05,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,4.62532043457031E-05,3.4332275390625E-05,3.52859497070313E-05,4.26769256591797E-05,4.52995300292969E-05,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,2.93254852294922E-05,4.07695770263672E-05,4.12464141845703E-05,4.14848327636719E-05,5.53131103515625E-05,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2.09808349609375E-05,2.76565551757813E-05,2.21729278564453E-05,6.43730163574219E-05,1.46031379699707E-05,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000100612640380859,4.88758087158203E-05
4.33921813964844E-05,2.12192535400391E-05,3.74317169189453E-05,2.41994857788086E-05,3.24249267578125E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,4.36305999755859E-05,4.1961669921875E-05,1.47819519042969E-05,2.99215316772461E-05,1.93119049072266E-05,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,2.09808349609375E-05,2.5629997253418E-05,3.60012054443359E-05,3.52859497070313E-05,3.814697265625E-05,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,4.67300415039063E-05,5.07831573486328E-05,4.36305999755859E-05,4.69684600830078E-05,3.64780426025391E-05,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,4.12464141845703E-05,4.45842742919922E-05,2.20537185668945E-05,1.43051147460938E-05,2.6702880859375E-05,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2.13384628295898E-05,2.53915786743164E-05,2.99215316772461E-05,3.95774841308594E-05,1.64508819580078E-05,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.76837158203125E-05,5.26905059814453E-05
4.22000885009766E-05,1.66893005371094E-05,3.17096710205078E-05,4.91142272949219E-05,5.36441802978516E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,4.86373901367188E-05,5.29289245605469E-05,3.33786010742188E-05,2.32458114624023E-05,2.83718109130859E-05,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,4.07695770263672E-05,4.36305999755859E-05,5.31673431396484E-05,3.57627868652344E-05,3.71932983398438E-05,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3.88622283935547E-05,4.31537628173828E-05,4.17232513427734E-05,2.15768814086914E-05,3.4332275390625E-05,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1.87158584594727E-05,4.38690185546875E-05,2.27689743041992E-05,4.07695770263672E-05,4.22000885009766E-05,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2.47955322265625E-05,2.49147415161133E-05,1.56164169311523E-05,3.40938568115234E-05,1.59740447998047E-05,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.00543212890625E-05,5.14984130859375E-05
